House Number,Neighborhood,Household Income,House Size (sqf),House Market Value,Family Size,Identified Race,Swimming Pool,Ownership
3025,Maplewood,97381,1733,1034471,2,Asian,No,Own
3026,Rosedale,76710,1374,1039277,7,White,No,Own
3027,Huntington,46766,4730,982982,7,Asian,No,Own
3028,Kingsley,132416,4887,1350065,4,White,No,Rent
3029,Kingsley,42780,3331,1189758,4,Hispanic,Yes,Rent
3030,Kingsley,78458,3219,478954,2,Hispanic,No,Own
3031,Maplewood,86221,869,294661,2,Black,No,Rent
3032,Rosedale,31509,2102,1090739,4,Other,Yes,Own
3033,Kingsley,119493,4614,1172756,4,Other,Yes,Own
3034,Maplewood,195418,3149,1199948,4,Asian,No,Own
3035,Rosedale,243871,1054,1252003,4,White,No,Own
3036,Rosedale,146850,2507,1432883,6,Hispanic,No,Own
3037,Rosedale,207946,1633,864298,6,Other,No,Own
3038,Huntington,187220,3564,818449,7,Hispanic,No,Rent
3039,Maplewood,61533,3271,481760,3,Asian,No,Rent
3040,Ashford,138144,4542,326283,7,Asian,No,Rent
3041,Maplewood,152402,2835,1390129,2,White,No,Rent
3042,Huntington,108467,2767,1181510,1,Other,No,Rent
3043,Maplewood,31359,899,679883,3,Asian,No,Own
3044,Rosedale,149119,2652,337685,1,Asian,Yes,Own
3045,Kingsley,221385,3983,994737,1,Hispanic,No,Own
3046,Kingsley,50344,3155,1499982,5,Black,No,Own
3047,Rosedale,148499,911,855870,2,Other,No,Own
3048,Rosedale,99778,3958,134018,6,White,Yes,Rent
3049,Rosedale,50601,982,1463878,3,White,Yes,Rent
3050,Rosedale,180188,4652,357061,7,Hispanic,Yes,Own
3051,Maplewood,218057,964,1442894,2,White,No,Own
3052,Ashford,131013,2937,982373,4,Asian,No,Rent
3053,Rosedale,60782,2823,1322279,2,Other,No,Own
3054,Rosedale,141095,1254,1085191,1,White,No,Own
3055,Kingsley,210891,3085,770912,6,Other,Yes,Rent
3056,Huntington,245488,1341,1052569,4,White,No,Rent
3057,Kingsley,230107,3465,731820,2,Black,Yes,Own
3058,Maplewood,127123,3249,921079,2,Black,No,Rent
3059,Maplewood,74458,4733,157940,6,Other,No,Own
3060,Huntington,154225,3686,1280268,1,Black,No,Own
3061,Rosedale,169152,4704,777251,7,Black,No,Own
3062,Maplewood,249815,2488,1255142,4,Asian,Yes,Own
3063,Ashford,195029,2437,948827,1,White,No,Own
3064,Kingsley,174980,4882,1199531,6,Black,No,Rent
3065,Kingsley,126188,2690,394458,2,Other,No,Own
3066,Rosedale,151292,4005,516716,7,Asian,Yes,Own
3067,Maplewood,120570,1277,1202261,3,Black,Yes,Own
3068,Huntington,239359,3166,748235,3,Other,No,Own
3069,Rosedale,153791,3326,200229,5,White,No,Rent
3070,Kingsley,208554,1166,936621,3,Black,No,Own
3071,Kingsley,155291,2636,455698,6,Other,No,Own
3072,Kingsley,128375,2515,1168143,6,Other,Yes,Own
3073,Rosedale,68314,812,1486809,6,Hispanic,No,Rent
3074,Rosedale,235993,1335,764990,4,Other,No,Own
3075,Ashford,244840,4039,1452164,5,Hispanic,Yes,Own
3076,Huntington,138880,3117,186184,4,White,No,Rent
3077,Huntington,130326,4842,1435541,7,White,Yes,Own
3078,Maplewood,176903,1175,638889,3,Asian,No,Own
3079,Maplewood,151026,2524,801264,7,Hispanic,No,Rent
3080,Huntington,181197,1056,1261458,3,Other,No,Own
3081,Kingsley,92451,3064,443990,2,Asian,No,Rent
3082,Huntington,75708,1249,1461222,4,Asian,No,Own
3083,Maplewood,47682,1693,223409,1,White,Yes,Own
3084,Ashford,132406,4012,122098,7,Other,No,Own
3085,Kingsley,243896,1984,276974,2,Hispanic,No,Rent
3086,Kingsley,196866,4023,1267078,4,White,Yes,Rent
3087,Rosedale,89372,2108,1486236,6,Asian,No,Own
3088,Maplewood,69477,1716,1192856,5,Black,No,Own
3089,Ashford,214935,947,895383,7,Asian,Yes,Own
3090,Rosedale,199809,2914,1156693,4,Black,No,Own
3091,Ashford,163692,4816,125979,5,White,No,Own
3092,Huntington,196129,4740,567741,7,Hispanic,No,Rent
3093,Rosedale,201210,4871,116915,5,Other,Yes,Rent
3094,Huntington,240462,3595,421405,7,Black,No,Rent
3095,Maplewood,83024,1242,853020,3,Other,No,Own
3096,Kingsley,170749,3744,743113,1,White,No,Rent
3097,Huntington,205183,4736,461046,7,White,No,Rent
3098,Maplewood,185146,1198,1483684,4,White,No,Own
3099,Maplewood,47824,1951,1107921,1,Hispanic,No,Own
3100,Rosedale,161837,4592,563656,5,Black,No,Own
3101,Maplewood,206511,3795,1446397,3,Other,No,Own
3102,Kingsley,127151,3016,605071,7,Asian,No,Rent
3103,Huntington,78926,2507,1460550,1,White,No,Own
3104,Rosedale,197932,4131,1070040,2,Other,No,Rent
3105,Rosedale,42975,2787,633210,5,Other,No,Own
3106,Rosedale,104877,3368,1245272,2,Hispanic,No,Rent
3107,Kingsley,107870,960,1216137,6,Black,No,Rent
3108,Maplewood,111371,4704,1423940,1,Hispanic,No,Own
3109,Ashford,187620,4373,153380,1,Hispanic,No,Rent
3110,Kingsley,130970,3977,495982,1,Other,No,Own
3111,Kingsley,128066,2625,839378,6,Black,Yes,Own
3112,Maplewood,199808,4724,526375,4,Black,No,Own
3113,Kingsley,91562,2423,373079,5,Black,No,Own
3114,Maplewood,70409,1976,365928,5,White,No,Rent
3115,Maplewood,245173,4520,581802,7,Black,No,Own
3116,Huntington,39834,4020,775581,7,Other,No,Own
3117,Kingsley,132192,4059,118069,7,White,No,Rent
3118,Maplewood,30840,930,1184258,5,Asian,Yes,Own
3119,Maplewood,240481,4362,1242879,4,Hispanic,No,Own
3120,Maplewood,61568,2299,473413,1,Black,No,Own
3121,Rosedale,40846,3588,786592,1,Asian,No,Own
3122,Maplewood,166971,4508,1144013,6,Black,No,Own
3123,Maplewood,116038,2507,930705,2,Hispanic,Yes,Own
3124,Ashford,227173,2569,155210,4,Other,Yes,Own
3125,Kingsley,199845,2118,435335,3,Other,No,Own
3126,Kingsley,159789,4179,419117,4,Hispanic,No,Own
3127,Kingsley,137460,3573,1100508,6,Asian,No,Rent
3128,Maplewood,104723,3790,1174159,2,White,No,Own
3129,Huntington,233834,3844,773061,2,White,Yes,Rent
3130,Huntington,134194,1175,369024,7,Black,No,Rent
3131,Huntington,141417,3836,189257,7,Hispanic,Yes,Rent
3132,Huntington,165383,1460,860872,2,Hispanic,No,Own
3133,Huntington,86888,2203,847750,1,White,No,Rent
3134,Ashford,71616,1540,212024,3,Asian,No,Rent
3135,Maplewood,213206,1103,1483137,2,Hispanic,Yes,Own
3136,Kingsley,36083,1885,628010,5,Other,No,Own
3137,Kingsley,173670,3979,120077,1,Other,Yes,Own
3138,Kingsley,112476,2010,1229444,3,Hispanic,No,Own
3139,Ashford,122416,3834,1385176,5,Asian,No,Own
3140,Maplewood,32580,1028,1423949,3,Other,No,Own
3141,Rosedale,152834,3919,435482,6,Asian,No,Own
3142,Huntington,142148,2654,817039,3,White,No,Rent
3143,Ashford,218467,1067,504655,5,Black,No,Own
3144,Ashford,72321,3574,1151174,4,White,No,Own
3145,Rosedale,39386,3649,716585,3,Black,No,Own
3146,Rosedale,83171,2934,112741,4,Other,No,Own
3147,Huntington,180594,4259,1217936,3,Black,Yes,Own
3148,Kingsley,226604,3069,1447008,6,Black,No,Rent
3149,Kingsley,175707,1789,232321,5,Hispanic,No,Own
3150,Ashford,161743,1737,254042,3,Black,Yes,Own
3151,Kingsley,63545,1239,115565,2,Hispanic,No,Own
3152,Maplewood,215151,3158,1467715,6,Black,No,Rent
3153,Kingsley,56855,2807,839354,2,Hispanic,No,Rent
3154,Rosedale,65790,4145,825840,6,Other,No,Own
3155,Rosedale,81012,4930,330324,6,Other,No,Own
3156,Kingsley,147827,4543,214794,7,Black,No,Rent
3157,Huntington,44260,1318,733275,3,Asian,No,Rent
3158,Maplewood,226211,1068,507228,5,Other,Yes,Own
3159,Huntington,31074,4985,1382644,7,White,No,Own
3160,Rosedale,203748,2188,419642,5,White,No,Own
3161,Rosedale,170547,2494,955208,1,Hispanic,Yes,Own
3162,Maplewood,239486,4073,223675,5,Asian,No,Own
3163,Rosedale,176192,2189,1210287,4,Hispanic,No,Own
3164,Ashford,184219,4665,142530,3,Black,No,Own
3165,Maplewood,31986,3829,310339,2,Other,No,Own
3166,Ashford,193502,3135,613207,5,Asian,No,Rent
3167,Huntington,85479,4474,511234,2,Hispanic,No,Rent
3168,Maplewood,244038,1300,752524,1,Hispanic,Yes,Own
3169,Kingsley,160833,2461,1188952,3,White,Yes,Rent
3170,Rosedale,32176,2899,997145,5,Black,No,Own
3171,Kingsley,114258,902,740416,7,Hispanic,No,Own
3172,Rosedale,145188,3546,820406,2,White,Yes,Own
3173,Maplewood,114153,4076,1338390,7,Asian,No,Rent
3174,Maplewood,222990,3885,1487845,6,Hispanic,No,Rent
3175,Maplewood,188187,4337,112437,7,White,No,Rent
3176,Maplewood,107442,2127,162146,5,Black,No,Own
3177,Kingsley,70002,3274,127618,1,Other,No,Rent
3178,Huntington,87124,2479,1330415,7,Asian,No,Rent
3179,Huntington,167682,4546,109705,6,Hispanic,No,Own
3180,Kingsley,79752,3362,319288,2,White,No,Rent
3181,Maplewood,108947,4963,967344,2,Hispanic,No,Own
3182,Rosedale,148972,4117,1462470,3,Other,No,Rent
3183,Rosedale,104716,3236,584172,7,Hispanic,Yes,Own
3184,Maplewood,209065,1107,152682,7,Hispanic,No,Own
3185,Ashford,40073,4796,295785,3,White,No,Rent
3186,Ashford,67251,1889,1254470,2,Other,Yes,Own
3187,Rosedale,126496,3194,287991,6,Asian,Yes,Own
3188,Rosedale,232509,4804,160384,7,White,No,Own
3189,Huntington,68897,1466,1279088,3,Other,Yes,Rent
3190,Kingsley,211978,4963,937560,2,Other,No,Own
3191,Rosedale,81616,3034,1169859,6,Hispanic,No,Rent
3192,Huntington,34482,2036,1387749,4,Black,Yes,Rent
3193,Huntington,137990,2423,1391820,5,Black,No,Own
3194,Rosedale,234008,2174,240251,7,Asian,No,Own
3195,Rosedale,200646,4111,980872,4,Hispanic,Yes,Own
3196,Ashford,73284,976,623743,4,Black,No,Own
3197,Huntington,102932,2153,1160531,5,White,No,Own
3198,Huntington,37338,3728,500414,2,Asian,No,Own
3199,Maplewood,203790,1425,1455308,2,Hispanic,No,Own
3200,Rosedale,173572,3454,504982,3,White,No,Own
3201,Ashford,172617,4408,1245202,1,Black,No,Rent
3202,Ashford,91480,4515,956306,2,Black,No,Own
3203,Maplewood,166313,1194,477261,5,Black,Yes,Rent
3204,Huntington,183893,1968,1022805,1,Black,No,Own
3205,Kingsley,34695,997,507000,5,Other,No,Own
3206,Huntington,238138,1768,692247,5,Asian,No,Own
3207,Huntington,44318,4708,1281221,5,Asian,No,Own
3208,Kingsley,80934,3955,1172995,7,Black,No,Rent
3209,Rosedale,183403,3304,837699,7,Asian,No,Own
3210,Kingsley,151282,2076,591986,1,White,No,Own
3211,Maplewood,213744,4967,148555,4,White,No,Own
3212,Kingsley,121891,2069,236248,7,Asian,No,Own
3213,Maplewood,237932,2164,1315809,6,Black,No,Own
3214,Kingsley,98754,1723,818800,5,Hispanic,No,Own
3215,Maplewood,115677,1270,1270658,7,Black,No,Own
3216,Maplewood,132320,3816,770524,3,Other,No,Own
3217,Maplewood,163909,2854,570974,2,Hispanic,No,Own
3218,Maplewood,155261,2851,649667,6,Other,No,Rent
3219,Kingsley,135338,3754,1370837,2,Asian,No,Own
3220,Kingsley,70077,1948,1101056,2,Other,Yes,Own
3221,Ashford,109915,3886,380512,1,Asian,No,Own
3222,Maplewood,165311,1759,1319893,3,Other,No,Own
3223,Maplewood,247420,1429,723194,3,Hispanic,No,Own
3224,Maplewood,59669,1574,980219,6,Other,No,Own
3225,Maplewood,78624,1159,616596,3,Black,No,Own
3226,Huntington,105147,1317,656265,3,Asian,No,Own
3227,Maplewood,165222,2143,1410032,3,White,No,Rent
3228,Rosedale,172181,2769,106714,6,Other,Yes,Rent
3229,Maplewood,187088,4027,206680,4,Asian,No,Own
3230,Maplewood,173008,3699,963669,3,White,No,Own
3231,Ashford,172108,1734,676587,7,Asian,No,Own
3232,Kingsley,200308,2786,1001174,3,Asian,Yes,Rent
3233,Maplewood,175093,1176,568668,1,White,No,Rent
3234,Maplewood,66943,4360,1217022,1,White,No,Own
3235,Rosedale,143694,2574,1363438,7,Hispanic,No,Own
3236,Maplewood,242079,2305,161516,3,Other,No,Rent
3237,Maplewood,211088,3454,537466,4,Other,No,Rent
3238,Huntington,184316,1810,1232097,3,Asian,No,Own
3239,Kingsley,224099,4277,515367,7,Black,No,Own
3240,Ashford,153351,2030,1012105,3,Black,Yes,Own
3241,Rosedale,68985,1977,1323945,3,Asian,No,Own
3242,Rosedale,162574,4657,418339,5,Hispanic,No,Own
3243,Ashford,83836,2895,970442,4,White,No,Own
3244,Kingsley,129714,2472,826376,2,Asian,No,Rent
3245,Kingsley,33770,2728,1354627,7,Other,No,Rent
3246,Maplewood,72865,4639,285406,3,Black,No,Rent
3247,Ashford,83811,3978,722762,7,Black,No,Own
3248,Rosedale,34001,3353,692633,2,Black,No,Own
3249,Huntington,90848,3245,1306578,4,Hispanic,No,Own
3250,Kingsley,82635,1351,1207693,7,Other,Yes,Own
3251,Ashford,50946,3697,909527,3,Hispanic,Yes,Own
3252,Maplewood,227206,1839,1152567,2,White,No,Own
3253,Kingsley,125852,1684,123519,7,Asian,Yes,Own
3254,Maplewood,121103,3851,913089,6,Asian,Yes,Own
3255,Rosedale,73744,4397,887258,2,Black,No,Own
3256,Maplewood,147729,3355,273697,4,Black,No,Own
3257,Kingsley,200231,1889,523062,3,White,Yes,Own
3258,Maplewood,53671,1258,139566,5,Hispanic,Yes,Rent
3259,Rosedale,177522,2807,259435,4,Other,Yes,Own
3260,Huntington,175980,2720,1022640,5,White,No,Own
3261,Maplewood,218347,1803,813297,3,Asian,No,Own
3262,Ashford,205430,3883,641709,2,Asian,No,Rent
3263,Rosedale,210119,2914,356080,6,Hispanic,Yes,Own
3264,Maplewood,196590,3389,1405806,6,White,No,Rent
3265,Kingsley,87813,2943,178027,7,Other,No,Own
3266,Maplewood,126748,3041,631834,4,White,No,Own
3267,Ashford,167878,2886,433583,4,White,No,Rent
3268,Ashford,134733,1738,902838,4,Hispanic,No,Own
3269,Kingsley,201963,4770,492353,1,Other,Yes,Own
3270,Kingsley,156865,4799,1420545,6,Asian,No,Own
3271,Rosedale,113551,4208,1089327,6,Black,No,Own
3272,Maplewood,159335,1570,341569,3,Other,No,Own
3273,Kingsley,69220,1048,1144583,1,Asian,No,Own
3274,Ashford,47158,1172,396317,4,Hispanic,No,Own
3275,Huntington,110992,3726,1410112,4,Other,No,Rent
3276,Huntington,188660,4657,1466339,5,Other,Yes,Own
3277,Huntington,92576,1501,1493834,7,Asian,No,Own
3278,Ashford,118027,2985,469215,1,Asian,Yes,Own
3279,Rosedale,185260,1741,396518,7,White,No,Own
3280,Kingsley,88830,4714,1079217,2,White,No,Own
3281,Ashford,165091,1593,1475088,7,Other,No,Own
3282,Maplewood,42419,1477,603166,6,Black,Yes,Rent
3283,Huntington,63697,2361,896988,3,Hispanic,Yes,Own
3284,Huntington,114932,4853,1027562,2,Asian,No,Own
3285,Ashford,149712,1252,728842,2,White,No,Own
3286,Maplewood,125428,3266,331059,3,Hispanic,No,Own
3287,Rosedale,169045,4456,1193070,4,Other,No,Rent
3288,Huntington,116649,4946,1042509,6,Asian,No,Own
3289,Huntington,152649,4554,971103,5,Asian,Yes,Own
3290,Maplewood,41136,1009,582640,4,White,No,Rent
3291,Maplewood,114739,2726,1181057,7,Black,No,Rent
3292,Huntington,92502,4766,1176977,4,Asian,Yes,Own
3293,Rosedale,192357,2677,664719,1,Black,No,Rent
3294,Ashford,53039,1426,426603,2,Hispanic,Yes,Own
3295,Huntington,96720,3526,223311,2,Asian,No,Own
3296,Maplewood,153168,2258,1397058,6,Asian,No,Own
3297,Kingsley,118263,3624,834042,7,Black,Yes,Own
3298,Maplewood,89155,2050,1113141,2,White,No,Own
3299,Rosedale,46911,2963,1094293,5,Other,No,Own
3300,Huntington,30916,2423,541720,5,Hispanic,No,Own
3301,Rosedale,89052,2653,496439,7,Asian,No,Own
3302,Huntington,230182,1553,564193,5,White,Yes,Own
3303,Ashford,47790,2668,339198,3,Asian,No,Rent
3304,Rosedale,244233,981,140149,7,Hispanic,Yes,Own
3305,Maplewood,166278,2313,989920,6,Other,No,Own
3306,Rosedale,151937,1702,1309212,5,Asian,No,Own
3307,Rosedale,115053,4144,844984,1,Black,No,Own
3308,Maplewood,79950,4253,1387267,1,White,No,Own
3309,Rosedale,146211,4407,1405704,4,Other,Yes,Rent
3310,Ashford,86361,3356,451362,4,Asian,No,Own
3311,Kingsley,91451,2939,656420,6,Other,No,Rent
3312,Kingsley,67696,2964,1274848,7,Black,No,Own
3313,Kingsley,242713,3412,759893,4,Asian,Yes,Rent
3314,Maplewood,229298,2821,838322,4,Other,No,Own
3315,Maplewood,132395,3621,442240,1,Asian,Yes,Rent
3316,Kingsley,154121,3081,1409661,4,Asian,No,Own
3317,Ashford,76728,2370,110633,1,Other,No,Own
3318,Maplewood,85401,2772,1330183,5,Asian,Yes,Own
3319,Huntington,227298,4786,1113165,5,Black,No,Own
3320,Kingsley,55103,3044,890428,6,Other,No,Own
3321,Ashford,195335,3242,231086,3,Other,No,Own
3322,Maplewood,237693,1513,1097935,4,Black,Yes,Rent
3323,Kingsley,80044,4345,888106,5,Black,No,Own
3324,Ashford,87730,1022,531083,5,Black,No,Own
3325,Kingsley,55825,1663,681539,7,Asian,No,Own
3326,Kingsley,237328,2225,811069,6,Asian,Yes,Own
3327,Huntington,67271,3104,482306,2,Hispanic,Yes,Own
3328,Ashford,107256,1453,248936,2,Asian,No,Own
3329,Maplewood,207804,1959,1437041,6,Black,No,Own
3330,Kingsley,96433,2642,1303730,1,Hispanic,Yes,Own
3331,Kingsley,243702,1243,1135238,3,Black,No,Own
3332,Kingsley,131999,3265,1188707,7,White,No,Rent
3333,Maplewood,53572,3657,302565,7,Other,No,Own
3334,Maplewood,68546,2080,235282,6,White,No,Own
3335,Huntington,176222,3839,1393728,2,Black,Yes,Own
3336,Kingsley,84165,4595,875519,3,Asian,No,Own
3337,Huntington,93690,4437,1082090,5,Other,Yes,Own
3338,Kingsley,214736,4558,970037,6,Asian,Yes,Rent
3339,Ashford,243407,899,659139,1,Asian,Yes,Rent
3340,Kingsley,236271,2886,913297,3,Other,No,Own
3341,Huntington,66948,3110,970038,2,Other,No,Own
3342,Ashford,198102,3537,235230,5,White,No,Rent
3343,Kingsley,57007,2407,221497,6,Black,No,Own
3344,Maplewood,130819,3753,1468572,7,Asian,No,Own
3345,Ashford,121207,4781,1460059,4,Black,No,Own
3346,Kingsley,106772,3994,987518,7,Black,Yes,Own
3347,Rosedale,52024,3892,907004,7,Hispanic,No,Rent
3348,Maplewood,200456,3762,1324117,5,White,Yes,Rent
3349,Rosedale,112912,3462,291933,2,Asian,No,Own
3350,Maplewood,179229,1655,942235,6,Other,No,Rent
3351,Maplewood,115481,2946,1476353,2,Other,No,Own
3352,Rosedale,118553,2186,830379,4,Black,No,Rent
3353,Huntington,162828,2516,167323,7,White,No,Own
3354,Ashford,229184,4951,1116491,5,White,No,Own
3355,Maplewood,132488,2525,833210,3,Asian,No,Own
3356,Maplewood,126741,2753,1383829,3,Asian,No,Own
3357,Kingsley,219123,984,1367766,5,Black,Yes,Own
3358,Rosedale,225667,1321,1405651,3,Black,Yes,Own
3359,Huntington,108210,3111,349596,7,Black,No,Rent
3360,Kingsley,204166,2048,375212,6,Hispanic,No,Rent
3361,Kingsley,248961,2458,279598,5,White,No,Own
3362,Rosedale,165607,1802,215729,5,Black,No,Rent
3363,Kingsley,217107,4027,176593,2,White,No,Rent
3364,Rosedale,77367,3938,1203617,1,Other,Yes,Own
3365,Huntington,178190,2728,1383690,2,Other,No,Own
3366,Kingsley,220884,1193,425516,3,White,No,Rent
3367,Rosedale,89884,2417,978531,1,Other,No,Own
3368,Rosedale,227240,4441,1121173,5,Other,Yes,Own
3369,Maplewood,174352,1460,1286737,3,Other,No,Own
3370,Kingsley,175818,4964,903055,4,Asian,No,Own
3371,Maplewood,132572,1119,936073,3,Asian,Yes,Rent
3372,Ashford,83251,3024,1422763,1,White,No,Own
3373,Rosedale,114821,1383,1215148,1,White,Yes,Rent
3374,Kingsley,113583,4400,1081640,5,Hispanic,No,Rent
3375,Huntington,40207,1381,1235276,6,Asian,No,Own
3376,Kingsley,232199,4496,157061,4,White,No,Rent
3377,Kingsley,57757,2567,1266533,5,Asian,No,Own
3378,Maplewood,177298,2356,892554,4,Hispanic,No,Own
3379,Maplewood,222479,2598,933778,4,White,No,Rent
3380,Kingsley,188278,1798,1376970,5,White,No,Own
3381,Rosedale,181328,1557,1000425,7,White,No,Rent
3382,Rosedale,63822,1082,509366,3,White,No,Own
3383,Maplewood,71340,930,1236206,2,Black,No,Rent
3384,Rosedale,213306,2093,177228,4,Asian,No,Own
3385,Maplewood,73351,860,374198,7,Asian,No,Own
3386,Huntington,136311,3011,626055,1,Asian,No,Own
3387,Maplewood,209743,2348,104708,5,Hispanic,No,Own
3388,Ashford,105320,2581,676446,6,Black,No,Own
3389,Maplewood,132565,837,1046796,7,Asian,Yes,Own
3390,Kingsley,196229,4431,128082,3,Asian,No,Own
3391,Rosedale,49937,3464,134024,7,White,No,Own
3392,Huntington,215362,1273,1125951,4,White,Yes,Own
3393,Huntington,207779,858,385605,6,White,No,Own
3394,Rosedale,41219,3436,1153927,7,Asian,No,Rent
3395,Huntington,39399,3414,969060,3,White,No,Rent
3396,Huntington,156733,3414,204720,7,Asian,Yes,Own
3397,Huntington,188729,2211,620751,5,Hispanic,No,Own
3398,Huntington,50047,884,226875,6,Hispanic,No,Own
3399,Maplewood,237167,2333,846572,1,Other,No,Own
3400,Ashford,115693,4597,768137,4,Black,No,Own
3401,Maplewood,130931,3474,239380,4,White,No,Own
3402,Maplewood,233226,3673,737970,6,White,No,Own
3403,Huntington,205963,3920,180865,3,Black,No,Own
3404,Rosedale,167852,1890,113882,5,Black,No,Own
3405,Kingsley,57050,3634,214883,7,Other,No,Own
3406,Huntington,103551,2876,1371234,7,Black,No,Rent
3407,Huntington,98666,3990,274504,2,Asian,No,Rent
3408,Huntington,112016,2008,1360937,4,White,No,Rent
3409,Maplewood,143135,4377,1097670,7,Black,No,Own
3410,Maplewood,83010,3381,750222,1,Asian,Yes,Own
3411,Rosedale,68165,4587,824605,4,Black,No,Own
3412,Maplewood,41528,1315,467209,4,Asian,No,Own
3413,Maplewood,150840,3012,611415,2,Hispanic,No,Own
3414,Rosedale,210680,3774,857939,2,Asian,No,Rent
3415,Kingsley,166986,1732,1407245,5,Other,No,Rent
3416,Ashford,67136,2463,1188106,7,Asian,Yes,Rent
3417,Rosedale,172251,1356,239906,7,Black,Yes,Rent
3418,Kingsley,116008,2471,1469414,4,Hispanic,Yes,Own
3419,Maplewood,42076,1792,187193,4,Hispanic,Yes,Rent
3420,Maplewood,153911,2428,281393,3,Asian,Yes,Rent
3421,Kingsley,185855,2491,845723,3,Black,No,Own
3422,Kingsley,146625,1904,1353357,7,Hispanic,No,Own
3423,Kingsley,207788,2070,378829,6,Asian,No,Own
3424,Maplewood,80298,3702,216254,6,Asian,No,Own
3425,Huntington,84304,2209,766716,1,Asian,No,Own
3426,Kingsley,109360,4446,1451304,7,Hispanic,No,Rent
3427,Ashford,99835,2130,1331010,7,White,No,Own
3428,Kingsley,142424,2854,635632,7,Black,No,Own
3429,Huntington,169190,1753,144619,1,Other,No,Own
3430,Ashford,237364,2642,598750,3,Other,No,Own
3431,Ashford,86911,3602,574547,6,Black,Yes,Own
3432,Huntington,234561,809,326351,7,White,No,Rent
3433,Kingsley,133088,3409,1281591,1,Black,No,Own
3434,Rosedale,45185,921,1369833,4,Asian,No,Rent
3435,Kingsley,202864,3360,815577,6,Black,No,Own
3436,Rosedale,241282,3837,212319,2,Black,Yes,Own
3437,Maplewood,80613,1240,894780,6,Hispanic,No,Rent
3438,Ashford,194999,3549,1356934,4,Other,Yes,Rent
3439,Huntington,30386,1390,771999,3,Other,Yes,Own
3440,Huntington,233800,2168,1233606,5,Asian,Yes,Rent
3441,Rosedale,237353,2789,557782,5,Asian,No,Own
3442,Ashford,60020,2161,797371,3,Hispanic,Yes,Own
3443,Maplewood,72678,4573,869937,4,Asian,No,Own
3444,Huntington,247767,2864,1382984,1,White,No,Own
3445,Huntington,91394,3215,1134609,6,Hispanic,No,Own
3446,Kingsley,230017,3751,905072,6,Hispanic,No,Own
3447,Huntington,145377,3568,1183978,1,Black,Yes,Own
3448,Kingsley,151716,4216,1213664,5,Black,No,Own
3449,Ashford,217486,2376,495107,7,White,No,Own
3450,Maplewood,215888,914,259331,7,Hispanic,No,Rent
3451,Ashford,85918,2168,556237,3,Hispanic,No,Own
3452,Kingsley,145640,938,1308635,7,Black,Yes,Own
3453,Kingsley,223766,4173,1332264,3,Other,No,Rent
3454,Rosedale,190527,2115,1290331,7,Other,No,Own
3455,Huntington,134446,873,554299,2,Black,No,Own
3456,Maplewood,199807,4646,701952,5,Asian,No,Own
3457,Ashford,124702,1283,1057698,3,Hispanic,No,Own
